0	24
0	48
0	144
0	329
1	39
1	57
1	58
1	171
1	284
1	299
1	319
1	323
2	107
2	244
3	42
4	137
5	73
5	99
5	128
5	181
5	376
5	392
6	206
7	179
7	230
7	242
8	173
9	93
9	94
9	130
9	268
9	282
9	283
9	301
9	310
10	89
11	73
11	128
11	392
12	93
12	130
12	268
12	282
12	301
12	310
13	285
14	61
14	93
14	94
14	130
14	232
14	258
14	268
14	282
14	301
14	310
15	263
16	202
17	264
18	30
18	281
19	9
19	10
19	37
19	174
19	214
19	220
19	270
19	283
19	342
19	354
19	357
19	366
19	369
19	391
19	408
20	199
20	228
21	209
21	210
21	262
21	394
22	3
22	93
22	130
22	268
22	271
22	282
22	301
22	310
23	80
23	328
24	125
24	133
24	378
25	124
25	405
26	94
26	124
26	221
26	405
27	12
28	183
28	322
29	44
29	47
29	75
29	99
29	160
29	164
29	325
29	373
30	76
30	123
30	361
31	133
31	160
31	243
32	124
32	405
33	247
34	1
34	37
34	134
34	135
35	267
35	297
35	332
36	1
36	73
36	99
36	128
36	392
37	68
37	124
37	405
38	351
39	137
39	372
40	64
40	73
40	89
40	99
40	117
41	124
41	145
41	269
42	28
42	382
42	404
43	124
43	405
44	157
45	351
46	95
46	118
46	243
47	18
47	163
47	314
48	94
48	124
48	129
48	182
48	196
48	316
48	405
49	7
49	49
49	125
49	133
49	152
49	209
49	210
49	262
49	394
50	117
50	289
50	377
50	379
50	380
50	381
51	183
52	183
52	188
52	322
53	40
53	41
53	43
53	318
54	124
54	405
55	80
55	401
56	1
56	99
56	127
57	196
58	399
59	222
60	89
60	117
61	19
61	44
61	105
61	255
61	280
62	271
63	37
63	134
63	135
64	67
64	149
65	320
66	8
66	28
66	127
66	199
67	347
67	358
67	359
67	362
68	280
69	27
69	190
70	19
70	70
70	224
70	239
70	247
70	272
70	280
71	21
71	118
71	124
71	162
71	382
71	404
71	405
72	1
72	37
72	134
72	135
72	136
72	259
72	309
72	312
72	344
72	364
72	370
72	390
73	124
73	146
73	405
74	347
74	358
74	359
74	362
75	99
75	117
75	267
75	289
75	303
75	353
75	365
75	378
76	124
76	405
77	331
77	345
78	183
78	188
78	322
79	157
80	71
80	72
80	250
80	279
81	28
82	99
83	2
83	3
83	24
83	78
83	129
83	130
83	132
83	247
83	280
84	347
84	358
84	359
84	362
84	371
85	40
85	41
85	43
85	318
86	49
86	76
86	99
86	125
86	133
86	378
87	3
87	24
87	130
87	144
87	168
87	197
87	306
87	329
88	68
88	69
88	124
88	334
89	76
90	19
90	113
90	114
90	224
90	239
90	272
90	277
91	99
92	99
93	57
93	58
93	59
93	60
93	213
94	48
94	153
94	168
95	20
95	65
96	245
96	280
97	382
97	404
98	124
98	405
99	8
99	9
99	37
99	149
99	199
99	228
99	354
99	365
100	117
101	73
101	89
101	99
101	117
101	396
102	73
102	89
102	396
103	89
103	117
103	289
103	379
104	81
104	99
104	243
105	134
105	135
105	136
105	259
105	309
105	312
105	344
105	364
105	370
105	390
106	287
107	124
107	405
108	99
108	396
109	55
109	56
109	73
109	99
109	117
109	128
109	181
109	236
109	266
109	346
109	376
109	392
110	6
110	40
110	41
110	43
110	143
110	153
110	318
111	183
111	188
111	322
112	99
113	125
113	149
113	294
114	21
114	118
115	222
115	347
115	358
115	359
115	362
116	18
116	163
116	298
116	314
117	347
117	358
117	359
117	362
117	371
118	100
118	347
118	358
118	359
118	362
118	371
119	124
119	146
119	382
119	404
119	405
120	99
120	174
120	311
121	365
122	8
122	124
122	405
123	16
123	24
123	168
124	331
125	117
126	89
127	99
128	275
129	224
130	149
131	18
131	124
131	163
132	89
132	100
133	48
133	153
133	168
134	95
135	89
135	174
135	325
136	68
136	69
136	117
136	124
136	289
136	334
136	405
137	124
137	145
137	269
138	134
138	135
138	136
138	259
138	309
138	312
138	344
138	364
138	370
138	390
139	28
140	185
140	192
140	193
140	195
140	209
140	211
140	300
141	36
141	88
141	124
141	146
141	401
141	405
142	9
142	10
142	37
142	342
142	354
142	357
142	369
142	391
142	408
143	177
143	182
143	188
143	196
143	316
144	20
145	37
145	134
145	135
145	136
145	259
145	309
145	312
145	344
145	364
145	370
145	390
146	68
146	69
146	89
146	95
146	100
146	334
146	396
147	382
147	404
148	135
148	136
148	259
148	309
148	312
148	344
148	364
148	370
148	390
149	36
149	328
150	183
150	322
150	347
150	358
150	359
150	362
150	371
151	199
152	100
152	267
152	297
152	332
152	396
153	26
153	85
153	158
153	360
154	3
154	78
154	132
154	247
154	280
154	341
154	360
155	124
155	146
155	405
156	133
156	243
157	371
158	157
159	149
160	40
160	41
160	43
160	318
161	1
161	37
161	134
161	135
